F10,F11,F2,F3,F4,F5,F6,F7,F8,Current Victorian Liquor Licences for Metro & CBD as of 31/12/2020,F9
MELBOURNE CITY COUNCIL,MOUNTAIN CITY PTY LTD,Restaurant and cafe Licence,DAINTY SICHUAN NOODLE EXPRESS,"TENANCY LG-009, LOWER GROUND LEVEL                 EMPORIUM MELBOURNE, LONSDALE STREET",MELBOURNE,3000,PO BOX 233,MOUNT WAVERLEY,32320579,3149
MELBOURNE CITY COUNCIL,GREAT CHICKEN ENTERPRISE PTY LTD,Restaurant and cafe Licence,4FINGERS CRISPY CHICKEN,189-191 BOURKE STREET,MELBOURNE,3000,189-191 BOURKE STREET,MELBOURNE,32320676,3000
MELBOURNE CITY COUNCIL,BRADY HOTELS PTY LTD,Restaurant and cafe Licence,BRADY HOTELS PTY LTD,22-32 LITTLE LATROBE STREET,MELBOURNE,3000,22-32 LITTLE LATROBE STREET,MELBOURNE,32320969,3000
MELBOURNE CITY COUNCIL,RAMENYA PTY LTD,Restaurant and cafe Licence,RAMENYA/1000WAT,"TENANCY LG-010 & LG-011 LOWER GROUND LEVEL         EMPORIUM MELBOURNE, LONSDALE",MELBOURNE,3000,"TENANCY LG-010 & LG-011 LOWER GROUND LEVEL         EMPORIUM MELBOURNE, LONSDALE",MELBOURNE,32320993,3000
MELBOURNE CITY COUNCIL,SHAILDEEP PTY LTD,On-Premises Licence,BOMBAY BAR,"TENANCY 3-053, LEVEL 3                             EMPORIUM MELBOURNE, LONSDALE STREET",MELBOURNE,3000,10 UNIVERSITY DRIVE,MILL PARK,32321101,3082
MELBOURNE CITY COUNCIL,ROGER & CINDY PTY LTD,Restaurant and cafe Licence,SAKURA KAITEN SUSHI II,"SHOP 1, 272-282 LONSDALE STREET",MELBOURNE,3000,"SHOP 1, 272-282 LONSDALE STREET",MELBOURNE,32321208,3000
MELBOURNE CITY COUNCIL,TSURU GROUP PTY LTD,Restaurant and cafe Licence,TSURU,"GROUND FLOOR, SHOP 1                               27 LITTLE COLLINS STREET",MELBOURNE,3000,12 COLERIDGE CIRCUIT,WILLIAMS LANDING,32321258,3027
MELBOURNE CITY COUNCIL,KRALL GROUP PTY LTD,Restaurant and cafe Licence,QIPO HOT POT,"LEVEL 1, 280 LITTLE LONSDALE STREET",MELBOURNE,3000,"G05, 3 HAY STREET",BOX HILL,32321290,3128
MELBOURNE CITY COUNCIL,MACHDOWN PTY LTD,Restaurant and cafe Licence,BODEGA UNDERGROUND,BASEMENT                                           47-55 LITTLE BOURKE STREET,MELBOURNE,3000,202/233 CHAPEL STREET,PRAHRAN,32321452,3181
MELBOURNE CITY COUNCIL,WONDERBOWL AUSTRALIA PTY LTD,Restaurant and cafe Licence,WONDERBOWL SWANSTON,SHOP 5                                             319-325 SWANSTON STREET,MELBOURNE,3000,8 CLANBRAE AVENUE,BURWOOD,32321460,3125
MELBOURNE CITY COUNCIL,HT CORP PTY LTD,Restaurant and cafe Licence,IN A RUSH CAFE,SHOP 2                                             390 LITTLE COLLINS STREET,MELBOURNE,3000,43 CONSTANTINE DRIVE,POINT COOK,32321541,3030
MELBOURNE CITY COUNCIL,SUPERBUS WINE PTY LTD,Restaurant and cafe Licence,SUPERBUS WINE,28 NIAGARA LANE,MELBOURNE,3000,28 NIAGARA LANE,MELBOURNE,32321648,3000
MELBOURNE CITY COUNCIL,COIN OPERATORS PTY LTD,On-Premises Licence,,BASEMENT                                           335 FLINDERS LANE,MELBOURNE,3000,BASEMENT                                           335 FLINDERS LANE,MELBOURNE,32321745,3000
MELBOURNE CITY COUNCIL,DON DON AUSTRALIA PTY LTD,Restaurant and cafe Licence,DON DON,"LOT 102, 564 COLLINS STRET",MELBOURNE,3000,9/2 BURLEIGH STREET,SPOTSWOOD,32321892,3015
MELBOURNE CITY COUNCIL,LUCAS TAYLAH INVESTMENTS PTY LTD,Restaurant and cafe Licence,CAFENATICS 367 COLLINS,REAR GROUND FLOOR                                  367 COLLINS STREET,MELBOURNE,3000,34 BEACON VISTA,PORT MELBOURNE,32322034,3207
MELBOURNE CITY COUNCIL,SOUL FOOD TEAM PTY LTD,Restaurant and cafe Licence,OHGAM,139 LONSDALE STREET,MELBOURNE,3000,SHOP 1/139 LONSDALE STREET,MELBOURNE,32322123,3000
MELBOURNE CITY COUNCIL,CORPORATE GROUNDS PTY LTD,Restaurant and cafe Licence,SPIN COFFEE,"GROUND FLOOR, 607 BOURKE STREET",MELBOURNE,3000,11/555 BOURKE STREET,MELBOURNE,32322220,3000
MELBOURNE CITY COUNCIL,UNION ELECTRIC PTY LTD,On-Premises Licence,UNION ELECTRIC,13 HEFFERNAN LANE,MELBOURNE,3000,13 HEFFERNAN LANE,MELBOURNE,32322393,3000
MELBOURNE CITY COUNCIL,ACE PINNACLE PTY LTD,Restaurant and cafe Licence,PODIUM ESPRESSO BAR AND KITCHEN,"GROUND LEVEL, 501 SWANSTON STREET",MELBOURNE,3000,20 STANFORD AVENUE,KEYSBOROUGH,32322547,3173
MELBOURNE CITY COUNCIL,FONG SUWANTO,Restaurant and cafe Licence,YAMATO JAPANESE RESTAURANT,225 EXHIBITION STREET,MELBOURNE,3000,225 EXHIBITION STREET,MELBOURNE,32322563,3000
MELBOURNE CITY COUNCIL,BA GET RUSSELL ST PTY LTD,Restaurant and cafe Licence,BA GET,132 RUSSELL STREET,MELBOURNE,3000,PO BOX 555,YARRAVILLE,32322652,3013
MELBOURNE CITY COUNCIL,CAFE CALIA PTY LTD,Restaurant and cafe Licence,CAFE BLUSH,"TENANCY 2-041, LEVEL 2,                            EMPORIUM MELBOURNE, LONSDALE STREET",MELBOURNE,3000,186-188 HODDLE STREET,ABBOTSFORD,32322822,3067
MELBOURNE CITY COUNCIL,GUZMAN Y GOMEZ LEASING PTY LTD,On-Premises Licence,GUZMAN Y GOMEZ LEASING,SHOP 53 COLLINS PLACE                              45 COLLINS STREET,MELBOURNE,3000,SUITE 406                                          50 HOLT STREET,SURRY HILLS,32322864,2010
MELBOURNE CITY COUNCIL,XTH INTERNATIONAL PTY LTD,Restaurant and cafe Licence,SHANDONG MAMA MINI,5/258-260 FLINDERS LANE,MELBOURNE,3000,5/258-260 FLINDERS LANE,MELBOURNE,32322898,3000
MELBOURNE CITY COUNCIL,DELHI STREETS PTY LTD,Restaurant and cafe Licence,DELHI STREET,"SHOP 6 & 7, 517 FLINDERS LANE",MELBOURNE,3000,8/21 TERRARA RD,VERMONT,32323006,3133
MELBOURNE CITY COUNCIL,7 SIGMA OPERATIONS PTY LTD,Restaurant and cafe Licence,NANDO'S 27 ELIZABETH STREET,27 ELIZABETH STREET,MELBOURNE,3000,26A STATION AVE,MCKINNON,32323048,3204
MELBOURNE CITY COUNCIL,PLANET INDIA PTY LTD,Restaurant and cafe Licence,CHILLI INDIA SIGNATURE,SHOP GD 0E7 MELBOURNE CENTRAL                      211 LATROBE STREET,MELBOURNE,3000,SHOP GD 0E7 MELBOURNE CENTRAL                      211 LATROBE STREET,MELBOURNE,32323250,3000
MELBOURNE CITY COUNCIL,HOU ZHAO YANG,Restaurant and cafe Licence,MR ZHAO YANG HOU,UNIT 101                                           28 WILLS STREET,MELBOURNE,3000,UNIT 101                                           28 WILLS STREET,MELBOURNE,32323365,3000
MELBOURNE CITY COUNCIL,CHAPWIN PROJECTS PTY LTD,Restaurant and cafe Licence,TEATRO,TENANCY A - HAMER HALL                             100 ST KILDA ROAD,MELBOURNE,3000,PO BOX 583,ELSTERNWICK,32323438,3185
MELBOURNE CITY COUNCIL,TANK EMPORIUM PTY LTD,On-Premises Licence,TANK FISH & CHIPPERY,"TENANCY 3-028, LEVEL 3,                            EMPORIUM MELBOURNE, LONSDALE STREET,",MELBOURNE,3000,149-151 LYGON STREET,CARLTON,32323470,3053
MELBOURNE CITY COUNCIL,G. AND A.R. ROMEO PTY LTD,Restaurant and cafe Licence,LARDER SECTION,"SHOP 4, 37 HARDWARE LANE",MELBOURNE,3000,"SHOP 4, 37 HARDWARE LANE",MELBOURNE,32323909,3000
MELBOURNE CITY COUNCIL,OPPA KOREAN KITCHEN PTY LTD,Restaurant and cafe Licence,OPPA KITCHEN,271 SWANSTON STREET,MELBOURNE,3000,"LEVEL 3, 207-209 SWANSTON ST",MELBOURNE,32323917,3000
MELBOURNE CITY COUNCIL,PHO FLINDERS EXPRESS PTY LTD,Restaurant and cafe Licence,PHO FLINDERS EXPRESS,"SHOP 1C, 288 FLINDERS STREET",MELBOURNE,3000,"SHOP 1C, 288 FLINDERS STREET",MELBOURNE,32324060,3000
MELBOURNE CITY COUNCIL,MEXICOCINA PTY LTD,Restaurant and cafe Licence,CHILANGOS MEXICAN CANTINA,TG21 GOLDSBOROUGH LANE,MELBOURNE,3000,26 POPLAR BOULEVARD,TARNEIT,32324109,3029
MELBOURNE CITY COUNCIL,DONBURI BAR PTY LTD,Restaurant and cafe Licence,RICE WORKSHOP,238 LITTLE BOURKE STREET,MELBOURNE,3000,238 LITTLE BOURKE STREET,MELBOURNE,32324214,3000
MELBOURNE CITY COUNCIL,22 PUNCH LANE PTY LTD,Restaurant and cafe Licence,ROSA'S ITALIAN CANTEEN,TENANCY 8                                          500 BOURKE STREET,MELBOURNE,3000,TENANCY 8                                          500 BOURKE STREET,MELBOURNE,32324272,3000
MELBOURNE CITY COUNCIL,NEWSTYLE PTY LTD,Restaurant and cafe Licence,BERTO'S BAR,180 WILLIAM STREET,MELBOURNE,3000,180 WILLIAM STREET,MELBOURNE,32324418,3000
MELBOURNE CITY COUNCIL,STEPS OF GPO PTY LTD,Restaurant and cafe Licence,FEDERAL COFFEE PALACE,TENANCY G22 & G23 GPO DEVELPMENT                   188-218 ELIZABETH STREET,MELBOURNE,3000,SHOP G23                                           350 BOURKE STREET,MELBOURNE,32324426,3000
MELBOURNE CITY COUNCIL,PEOPLE & FOOD PTY LTD,Restaurant and cafe Licence,BORNGA MELBOURNE CITY,1/188 LITTLE BOURKE STREET,MELBOURNE,3000,LEVEL1 178-190 LITTLE BOURKE ST,MELBOURNE,32324840,3000
MELBOURNE CITY COUNCIL,FUSION KRAFT PTY LTD,Restaurant and cafe Licence,RAJPUTANA,22 WILLIAM STREET,MELBOURNE,3000,7 DIANELLA STREET,POINT COOK,32324882,3030
MELBOURNE CITY COUNCIL,GILL SANDHU GROUP PTY LTD,Restaurant and cafe Licence,THE GOLDEN SPOON,45 BOURKE STREET,MELBOURNE,3000,8 HILL VIEW PARADE,Templestowe Lower,32325147,3107
